seller_id,total_orders,total_revenue,avg_delivery_days,late_rate_pct,cancel_rate_pct,composite_risk_score,risk_category
66e0557ecc2b4dbea057e93f215f68d8,31,12480.0,31.6,25.81,3.23,32.27,Low
ad781527c93d00d89a11eecd9dcad7c1,44,6899.57,25.4,27.27,2.27,31.81,Low
5f67c6082caacb26e431a7b17940cece,13,1662.6,22.7,30.77,0.00,30.77,Low
0417b067eeab773d2f7061a726dc477f,13,1859.18,17.5,30.77,0.00,30.77,Low
e627629ba868740e287800f1a9be81c2,13,504.5,7.0,0.00,15.38,30.76,Low
7f152321c60a266edc53af1925ef96c1,20,3919.8,23.4,30.00,0.00,30.00,Low
c990d6cf976a5718aaedc539f383ab88,10,200.9,20.0,30.00,0.00,30.00,Low
d32e3909cfb714fb2a6cb092c85b9c5f,10,2827.9,22.3,30.00,0.00,30.00,Low
4e8dacf3d38f281ae26c3e0321d92d88,10,2644.95,12.3,10.00,10.00,30.00,Low
04fdea0c111866e6cf812f1570d6b5bd,10,1055.0,17.9,10.00,10.00,30.00,Low
c4d51195486dc781531876a7d00453d8,17,11468.98,23.6,29.41,0.00,29.41,Low
2a1348e9addc1af5aaa619b1a3679d6b,52,2843.0,27.3,25.00,1.92,28.84,Low
7fc87cc3e89b3d1d5cabdca32f8485aa,14,2153.9,19.5,28.57,0.00,28.57,Low
13074f016982ff2bd6c58ced8682f000,14,2116.0,14.9,28.57,0.00,28.57,Low
02dcd3e8e25bee036e32512bcf175493,14,1491.9,17.1,28.57,0.00,28.57,Low
054694fa03fe82cec4b7551487331d74,21,9983.1,30.9,28.57,0.00,28.57,Low
54965bbe3e4f07ae045b90b0b8541f52,78,10961.3,26.1,28.21,0.00,28.21,Low
822bad9bc42b51213ba522fe87b7ab5d,18,5160.0,26.6,27.78,0.00,27.78,Low
8bdd8e3fd58bafa48af76b2c5fd71974,11,2324.82,10.3,9.09,9.09,27.27,Low
4e5725ba188db8252977a4f0227bd462,22,1930.59,20.9,27.27,0.00,27.27,Low
eb4df17aed01d918c65f0f8d650900c0,11,3739.87,12.6,27.27,0.00,27.27,Low
2f09f7d37a97956d11cc1a7cadd5262b,11,2005.0,12.9,9.09,9.09,27.27,Low
e504a4e2efaa45cbff7e268a2c58c956,11,1188.8,12.9,27.27,0.00,27.27,Low
91f0eec23d4a61d7d7caeefa3f0ad1ca,11,2190.8,25.9,27.27,0.00,27.27,Low
ecccfa2bb93b34a3bf033cc5d1dcdc69,15,1338.64,32.1,13.33,6.67,26.67,Low
3a1a1fec38dd360f15fc912e821e169d,15,2007.38,14.3,26.67,0.00,26.67,Low
a44fb5a447105f8469bdf16bf9159f25,19,3706.1,14.2,26.32,0.00,26.32,Low
2e1a7d075abe038c1b2743005fe42ff1,19,1396.7,12.5,15.79,5.26,26.31,Low
ef990a83bbea832f36ebe81376335aa8,43,4642.59,17.0,25.58,0.00,25.58,Low
a49928bcdf77c55c6d6e05e09a9b4ca5,98,8816.7,16.8,25.51,0.00,25.51,Low
ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,20,21940.8,11.5,25.00,0.00,25.00,Low
a2deecd5398f5df4987110c80a1972a3,16,827.43,8.2,0.00,12.50,25.00,Low
c37b2059d4f90d4feead554e5246565e,12,839.3,17.2,25.00,0.00,25.00,Low
b5e3e38609125694d2ea2417522a60b7,16,995.04,18.2,25.00,0.00,25.00,Low
beadbee30901a7f61d031b6b686095ad,64,4373.98,14.0,25.00,0.00,25.00,Low
5b0cc932433fa5184b5b94bfe6bcc256,12,1437.8,12.0,25.00,0.00,25.00,Low
bc47d5d1490df2b36add65d733eafaba,24,1004.8,12.9,8.33,8.33,24.99,Low
5011f0d93373a4c5753adf58ca77af8d,12,1009.42,10.5,8.33,8.33,24.99,Low
3fd1e727ba94cfe122d165e176ce7967,37,2805.2,15.6,18.92,2.70,24.32,Low
1dfe5347016252a7884b694d4f10f5c4,21,1693.5,18.9,23.81,0.00,23.81,Low
b17b679f4f5ce2e03ce6968c62648246,55,4084.75,19.3,16.36,3.64,23.64,Low
53d00c40e32aeb924a84ce72b1af869d,17,2165.85,16.0,23.53,0.00,23.53,Low
5bc55dbe2f12b6af6d83ed46023e0dc8,17,2992.1,13.8,23.53,0.00,23.53,Low
36890be00bbfc1cdb9a4a38a6af05a69,13,1361.3,9.4,23.08,0.00,23.08,Low
5abb8ea023c77787f2c15da891c8d384,13,2241.0,19.6,23.08,0.00,23.08,Low
87b740daf17b5d1be335a64164ec6842,13,14699.87,18.2,7.69,7.69,23.07,Low
06a2c3af7b3aee5d69171b0e14f0ee87,392,36408.95,17.6,22.96,0.00,22.96,Low
71039d19d4303bf9054d69e9a9236699,35,3537.2,13.8,22.86,0.00,22.86,Low
cac4c8e7b1ca6252d8f20b2fc1a2e4af,75,4168.18,18.2,22.67,0.00,22.67,Low
23d7c96d4a1160db1c726b248601b25a,53,11766.94,13.0,11.32,5.66,22.64,Low
6973a06f484aacf400ece213dbf3d946,95,11011.05,14.8,15.79,3.16,22.11,Low
ea566164622c6b439516ab18062c42cd,50,10309.42,13.9,22.00,0.00,22.00,Low
850913d59ce317156b00f3705f1c3edb,32,2690.0,13.4,15.63,3.13,21.89,Low
6039e27294dc75811c0d8a39069f52c0,64,13670.7,17.9,21.88,0.00,21.88,Low
39d54ff918774174706fb065d7f9dc07,23,1593.59,13.7,13.04,4.35,21.74,Low
712e6ed8aa4aa1fa65dab41fed5737e4,79,39815.0,24.6,21.52,0.00,21.52,Low
bce6a5ecf98e99fd2a8868b15c51f04b,14,3464.9,11.7,21.43,0.00,21.43,Low
2953ce3a88f5e3c3b696d77fc9e4c8eb,14,470.0,8.0,21.43,0.00,21.43,Low
28f10b1c5e5abb9d4857745bede6147c,28,835.0,7.6,21.43,0.00,21.43,Low
ca4b77513ac2040591b0d8fae6958380,14,1772.45,7.7,21.43,0.00,21.43,Low
128f9bfbe4c7d5185033914b1de3d39a,14,1277.29,11.8,7.14,7.14,21.42,Low
d13e50eaa47b4cbe9eb81465865d8cfc,67,7155.05,5.0,20.90,0.00,20.90,Low
1ca7077d890b907f89be8c954a02686a,115,13341.57,15.5,20.87,0.00,20.87,Low
4aba391bc3b88717ce08eb11e44937b2,29,7595.87,16.8,13.79,3.45,20.69,Low
0bf0150d5b9d60d9cd2906003332f085,39,5774.6,14.1,20.51,0.00,20.51,Low
88460e8ebdecbfecb5f9601833981930,248,31546.55,17.8,19.35,0.40,20.15,Low
a13580f0e8f782b7a543885a0ef99f08,10,1304.9,25.0,20.00,0.00,20.00,Low
921323538c9f1c4e816f2720eac02bea,15,1401.84,8.3,20.00,0.00,20.00,Low
2fdde51ad3e12f297da656d4fbd5d0b5,10,6252.0,15.3,0.00,10.00,20.00,Low
3fac58ce0ad699020c7944d53c41329c,10,1244.95,4.9,20.00,0.00,20.00,Low
2aa3443d7bf9d9bb11133f420d75e083,10,647.0,10.5,20.00,0.00,20.00,Low
a066df7361163e7ddc5d7452dd17448b,15,1078.3,15.6,20.00,0.00,20.00,Low
851773c885feb5e2da3b4f82bc2b17ce,10,585.3,16.6,20.00,0.00,20.00,Low
f918546be4bec7104d117789ba758b2b,20,1483.0,12.4,20.00,0.00,20.00,Low
59cd88080b93f3c18508673122d26169,10,392.33,12.8,20.00,0.00,20.00,Low
392e0502231ae2f8b29994ef6398cd77,20,1871.7,17.8,10.00,5.00,20.00,Low
be8e909810184b9b19e886129149d8e5,15,629.85,15.2,20.00,0.00,20.00,Low
f8201cab383e484733266d1906e2fdfa,10,889.0,13.0,20.00,0.00,20.00,Low
9449f25aeaf531019b76999ea49a6949,10,2046.45,13.6,20.00,0.00,20.00,Low
99a54764c341d5dc80b4a8fac4eba3fb,45,3708.76,7.6,20.00,0.00,20.00,Low
508808d438fe2ff972ed13bb8f4a82e2,10,294.83,4.7,0.00,10.00,20.00,Low
1a932caad4f9d804097d7f8e615baed1,20,4661.0,9.5,20.00,0.00,20.00,Low
615005a3ef192c00c6f0e977cee3d2bc,10,286.5,13.7,20.00,0.00,20.00,Low
2a261b5b644fa05f4f2700eb93544f2c,51,5355.0,14.0,19.61,0.00,19.61,Low
c60b801f2d52c7f7f91de00870882a75,41,12913.5,16.0,19.51,0.00,19.51,Low
6ec1a01e866584bb679eb9b098345919,31,4248.91,13.6,19.35,0.00,19.35,Low
cd68562d3f44870c08922d380acae552,125,18569.7,16.2,17.60,0.80,19.20,Low
784ba75dd9d20200c4caed3d7a77141a,21,8295.13,13.6,9.52,4.76,19.04,Low
d20b021d3efdf267a402c402a48ea64b,90,4140.17,17.0,16.67,1.11,18.89,Low
e5a3438891c0bfdb9394643f95273d8e,224,7738.35,15.6,17.86,0.45,18.76,Low
86bb7c4b535e49a541baf3266b1c95b1,16,8162.4,20.1,18.75,0.00,18.75,Low
81336a0f57a33776419727a300249e90,16,1374.85,17.5,18.75,0.00,18.75,Low
e3a386fc36e22064434e1fa256f6a9fa,16,793.9,10.0,18.75,0.00,18.75,Low
a416b6a846a11724393025641d4edd5e,162,25670.72,12.5,12.35,3.09,18.53,Low
e0878efa0e0b7e5313ac0b43bc04c081,27,5065.3,18.0,18.52,0.00,18.52,Low
891071be6ba827b591264c90c2ae8a63,92,4177.28,13.7,16.30,1.09,18.48,Low
e2aee0892199b1d92530e371abd825bf,38,5662.57,15.4,13.16,2.63,18.42,Low
d93919c944be9cff128f6c9cb899eacb,33,2666.7,22.8,18.18,0.00,18.18,Low
fa74b2f3287d296e9fbd2cc80f2d1cf1,11,2459.89,30.2,18.18,0.00,18.18,Low
e99e927c81e3f51739c94fcdfca9f10f,22,2702.83,14.5,18.18,0.00,18.18,Low
0249d282d911d23cb8b869ab49c99f53,11,393.0,10.0,18.18,0.00,18.18,Low
082e0bf4cb865a6533b1e8e498cc0255,11,2073.3,14.3,18.18,0.00,18.18,Low
04aa0a1c5ce6b222003403a3e11c3cc0,11,5518.0,17.5,18.18,0.00,18.18,Low
b55638ad525e906c698fa2ce742c1742,11,1094.8,23.4,18.18,0.00,18.18,Low
f08a5b9dd6767129688d001acafc21e5,11,14069.63,18.7,18.18,0.00,18.18,Low
b5abf4f36adc043117b4fca82c22984c,11,1247.8,19.5,18.18,0.00,18.18,Low
2089a6d640999f9b9141ac719b2af596,44,8830.82,19.5,13.64,2.27,18.18,Low
1b7e5006cb25dd23ce8686691013b121,11,2636.74,15.4,18.18,0.00,18.18,Low
7586919161935337bf6b6d7ff5779648,11,1664.71,17.4,18.18,0.00,18.18,Low
39c763cca83e654764b7a4a650fb9b7c,11,761.0,13.5,18.18,0.00,18.18,Low
602044f2c16190c2c6e45eb35c2e21cb,50,3739.16,14.8,18.00,0.00,18.00,Low
e5e33c0d8e7e002f398f5dc4cbbb338f,28,6698.7,12.2,10.71,3.57,17.85,Low
75d34ebb1bd0bd7dde40dd507b8169c3,62,15048.28,16.1,14.52,1.61,17.74,Low
9c068d10aca38e85c50202e17b4a7e88,17,2658.9,16.5,17.65,0.00,17.65,Low
002100f778ceb8431b7a1020ff7ab48f,51,1234.5,16.2,17.65,0.00,17.65,Low
b64d51f0435e884e8de603b1655155ae,17,416.18,7.2,17.65,0.00,17.65,Low
768a86e36ad6aae3d03ee3c6433d61df,17,587.46,5.1,17.65,0.00,17.65,Low
099095b050cfe8eb1ddff5317587e96e,17,5193.83,11.2,17.65,0.00,17.65,Low
9f50216bfd01913736a55a11b55ea842,17,1354.0,10.1,17.65,0.00,17.65,Low
6bb0724edf0b62fb91ac404873a97241,17,3653.0,14.2,17.65,0.00,17.65,Low
89bc797e2e29667aa035d4368f9b7f92,17,407.3,15.5,17.65,0.00,17.65,Low
08d2d642cf72b622b14dde1d2f5eb2f5,17,914.0,15.3,17.65,0.00,17.65,Low
fe49ee029e61e789a1f3a5525f57ba8d,17,2527.59,10.5,5.88,5.88,17.64,Low
f615fe7efbef0f4f08fd3086bc7a3e60,23,2359.27,7.5,8.70,4.35,17.40,Low
3d5d0dc7073a299e31fa718ce1bc00b6,23,790.7,8.4,8.70,4.35,17.40,Low
e7df4cd29ab5abab70fb0783ddb53987,23,9608.7,10.0,17.39,0.00,17.39,Low
f12ff17ad8bbf01ec5c33b17e506649b,29,6241.0,13.8,10.34,3.45,17.24,Low
d97df38225e5abadaff1e72cb72b823c,29,1846.0,12.1,17.24,0.00,17.24,Low
dd55f1bb788714a40e7954c3be6df745,35,7041.76,18.3,17.14,0.00,17.14,Low
ec8879960bd2221d5c32f8e12f7da711,36,4062.4,16.3,16.67,0.00,16.67,Low
acadd4d36859671cb635527c6c977533,12,2381.0,17.9,16.67,0.00,16.67,Low
70849ca4f400aaabb62cb7462a6f1428,12,909.58,10.8,16.67,0.00,16.67,Low
fffd5413c0700ac820c7069d66d98c89,60,9062.3,13.7,13.33,1.67,16.67,Low
bd15ee794d5e640d9dd71b665b2ab15b,12,374.8,14.4,16.67,0.00,16.67,Low
323ce52b5b81df2cd804b017b7f09aa7,30,2554.2,17.0,16.67,0.00,16.67,Low
bc07d855eac23aab5ac8a120f21d16b2,12,1283.11,13.4,16.67,0.00,16.67,Low
179d859f51292aac5c10806a356f7af9,18,404.47,8.8,16.67,0.00,16.67,Low
ec80e49e69745ab6c14f984bf2149423,12,3709.0,12.9,16.67,0.00,16.67,Low
b8630e1121437d41cb08e3c749c2c2e2,12,6988.0,10.9,16.67,0.00,16.67,Low
bbaff50f3b708fda865918715276cd87,12,449.7,10.0,16.67,0.00,16.67,Low
ccb83a794700270fde70898fe9ff368b,12,11062.0,16.6,16.67,0.00,16.67,Low
a1474fd46fd3430168f7ec202da39408,12,2752.5,18.0,16.67,0.00,16.67,Low
7ecd59e5e20407131822c1a68ac59c1f,24,1466.71,17.1,16.67,0.00,16.67,Low
d17f467e4bf608a510c20d82f4ba3b6b,12,3021.66,11.9,16.67,0.00,16.67,Low
863d2ebcd347ce4922de7a0f9a5581d6,18,1382.36,11.5,16.67,0.00,16.67,Low
9906e7aa42a3c067b7c9a564d01c4320,12,2619.0,16.3,16.67,0.00,16.67,Low
bacb1f0ed56ad24198f5810d2b3fe9a5,42,6940.45,9.8,2.38,7.14,16.66,Low
8e6d7754bc7e0f22c96d255ebda59eba,85,14497.27,15.2,16.47,0.00,16.47,Low
8160255418d5aaa7dbdc9f4c64ebda44,385,47017.69,16.2,16.36,0.00,16.36,Low
8b9d6eec4a7eb7d0f9d579ce0b38324d,49,4232.54,10.3,16.33,0.00,16.33,Low
994f04b3718c2bab35c2adfa8afecd2a,49,3445.7,14.0,8.16,4.08,16.32,Low
3c03b12bab54d8b37d79d914bfdb1aa0,37,4236.34,13.5,16.22,0.00,16.22,Low
abe42c5d03695b4257b5c6cbf4e6784e,50,17159.0,14.3,16.00,0.00,16.00,Low
3b872fd4747f01cc56206f2934198618,25,2726.74,14.4,16.00,0.00,16.00,Low
bbad7e518d7af88a0897397ffdca1979,69,4462.22,13.3,15.94,0.00,15.94,Low
adbc26658d6c7b4b6219f9d934598091,88,11806.4,17.1,15.91,0.00,15.91,Low
b18dc380845b24038cfc48006478f099,44,8353.3,12.8,15.91,0.00,15.91,Low
2c9e548be18521d1c43cde1c582c6de8,126,6109.44,13.6,15.87,0.00,15.87,Low
11bfa66332777660bd0640ee84d47006,76,3925.87,16.5,15.79,0.00,15.79,Low
5b8154610ebb21fb90eb587365e673df,38,9397.54,13.0,10.53,2.63,15.79,Low
adcf50477d6a1f5d91bb9d54c4903cb5,19,1425.14,23.5,15.79,0.00,15.79,Low
7bac63f6603d382cc8d0832eb6c100a8,19,7751.95,15.7,15.79,0.00,15.79,Low
67883baaae6134ee81b271a542613728,19,8167.9,5.8,15.79,0.00,15.79,Low
1b8b75e227c9a9c100d0c210fb6176ce,19,1914.83,14.9,5.26,5.26,15.78,Low
0b35c634521043bf4b47e21547b99ab5,51,13533.65,19.2,15.69,0.00,15.69,Low
a6fe7de3d16f6149ffe280349a8535a0,51,2904.8,14.9,15.69,0.00,15.69,Low
070d165398b553f3b4b851c216b8a358,32,3393.16,12.1,15.63,0.00,15.63,Low
dd7ddc04e1b6c2c614352b383efe2d36,122,9178.51,15.0,15.57,0.00,15.57,Low
b2479f944e1b90cf8a5de1bbfde284d6,103,4752.51,15.3,13.59,0.97,15.53,Low
f7ba60f8c3f99e7ee4042fdef03b70c4,219,68395.0,13.3,15.53,0.00,15.53,Low
6a51fc556dab5f766ced6fbc860bc613,26,7577.67,14.0,7.69,3.85,15.39,Low
0cbcee27c791afa0cdcb08587a2013a8,39,5324.15,13.2,10.26,2.56,15.38,Low
5b07547f10dd980738a1a27f685af669,13,1134.6,6.2,15.38,0.00,15.38,Low
5075aaa8404020ae6aa8bf4792099b41,13,1822.8,11.8,0.00,7.69,15.38,Low
6f229cc508fc6915ed5c499efd93baa4,13,2654.8,9.3,15.38,0.00,15.38,Low
f5a590cf36251cf1162ea35bef76fe84,117,53201.78,11.7,10.26,2.56,15.38,Low
557f22c76691849db52d2abccf0015d0,13,865.86,14.6,0.00,7.69,15.38,Low
431af27f296bc6519d890aa5a05fdb11,117,13109.5,17.2,15.38,0.00,15.38,Low
cee48807215b30a12ca2ca10ffb5f250,39,7212.23,23.6,15.38,0.00,15.38,Low
7c4618c82226628831613e95e9c22f44,13,333.93,11.0,15.38,0.00,15.38,Low
3771c85bac139d2344864ede5d9341e3,26,1433.3,13.2,15.38,0.00,15.38,Low
00720abe85ba0859807595bbf045a33b,13,1007.5,11.7,15.38,0.00,15.38,Low
655220df33262c7e0c4949a147366f94,13,2245.0,13.8,15.38,0.00,15.38,Low
562f8cfc51f265411f487d07e9c40e7f,13,766.92,13.9,15.38,0.00,15.38,Low
ba143b05f0110f0dc71ad71b4466ce92,85,6110.58,10.2,15.29,0.00,15.29,Low
ff1fb4c404b2efe68b03350a8dc24122,46,6771.0,10.1,15.22,0.00,15.22,Low
4917cee8d902e13428c3ec4b1ca6f315,33,5421.9,18.1,3.03,6.06,15.15,Low
0ffa40d54288e4f3499b8780dd0f144f,33,2162.8,13.4,15.15,0.00,15.15,Low
c3867b4666c7d76867627c2f7fb22e21,245,37153.4,15.3,11.02,2.04,15.10,Low
7e1fb0a3ebfb01ffb3a7dae98bf3238d,159,27349.53,15.5,12.58,1.26,15.10,Low
8f2ce03f928b567e3d56181ae20ae952,153,21712.9,14.3,15.03,0.00,15.03,Low
3f3486b61f45078d4f31ee5e43d8c5bb,40,3829.73,13.8,15.00,0.00,15.00,Low
05f51e13da97139648b8125c31e5f51b,60,13769.01,12.4,15.00,0.00,15.00,Low
f593898ec748b7a8cb81fc04edafd98a,20,2813.04,16.6,15.00,0.00,15.00,Low
f4c4daa86e30c7e5a553a8d518ac03a5,20,6301.91,16.6,5.00,5.00,15.00,Low
440dd6ab244315c632130ecfb63827b1,94,13696.9,16.5,12.77,1.06,14.89,Low
8d79c8a04e42d722a75097ce5cbcf2ef,27,2777.72,19.2,14.81,0.00,14.81,Low
a888faf2d1baececa6baf9c3d603ee1f,54,17765.8,18.1,14.81,0.00,14.81,Low
855668e0971d4dfd7bef1b6a4133b41b,312,32208.16,16.2,13.46,0.64,14.74,Low
e96498ed8daaa3e9c23f7a62da76591c,34,9619.09,15.1,14.71,0.00,14.71,Low
23c38debaffe4a25a30fdbd9b586a13f,41,5382.18,11.5,14.63,0.00,14.63,Low
218f991754f360af9c2daa5e0b8e990c,14,3554.32,13.9,14.29,0.00,14.29,Low
ffeee66ac5d5a62fe688b9d26f83f534,14,1839.86,18.0,14.29,0.00,14.29,Low
52f0fe436a347ddad7ed5f9aa4e27eaa,21,1484.37,14.9,14.29,0.00,14.29,Low
5a413ade68e8f8d93071a7f52a64cb9e,14,778.9,4.1,14.29,0.00,14.29,Low
45213867cefbf2cd4c6177e10216a951,14,4955.42,14.9,14.29,0.00,14.29,Low
411f3b52d857390502ee4e4d5ceabc2d,21,1804.01,9.7,14.29,0.00,14.29,Low
23613d49c3ac2bd302259e55c06c050c,70,4293.0,13.9,14.29,0.00,14.29,Low
014c0679dd340a0e338872e7ec85666a,14,7058.0,19.8,14.29,0.00,14.29,Low
c679fb69a36e1d8349e8c50a217b4d58,14,1825.68,10.9,14.29,0.00,14.29,Low
c847e075301870dd144a116762eaff9a,42,15348.7,17.0,9.52,2.38,14.28,Low
54065e9aef7e9e9c2dc23b7594db021a,14,8003.0,12.4,0.00,7.14,14.28,Low
82bd0703a4aefd6b599e5bfdaed378fb,21,2692.28,11.7,4.76,4.76,14.28,Low
82e0a475a88cc9595229d8029273f045,42,10930.02,16.0,9.52,2.38,14.28,Low
c9a06ece156bb057372c68718ec8909b,14,4688.9,11.6,0.00,7.14,14.28,Low
8444e55c1f13cd5c179851e5ca5ebd00,99,22873.21,21.0,6.06,4.04,14.14,Low
b561927807645834b59ef0d16ba55a24,85,4501.99,12.5,14.12,0.00,14.12,Low
50c9975695009e5e6473912e83a6d1da,50,3964.4,16.4,14.00,0.00,14.00,Low
a673821011d0cec28146ea42f5ab767f,129,13863.69,12.9,10.85,1.55,13.95,Low
0ed6ce5d87fd9c69eaacaeb778d67235,43,2141.42,15.9,13.95,0.00,13.95,Low
834f8533b2ecb6598dd004ff3de7203a,43,4538.29,14.6,13.95,0.00,13.95,Low
c31eff8334d6b3047ed34bebd4d62c36,122,13191.5,12.6,13.93,0.00,13.93,Low
f3da5b2ff499efb8d4a6d371d175d7dd,79,3702.29,11.5,13.92,0.00,13.92,Low
7ad32824caee82087b3e2e5f33b1bf32,151,22505.1,12.0,13.91,0.00,13.91,Low
a17f621c590ea0fab3d5d883e1630ec6,65,2778.58,11.5,7.69,3.08,13.85,Low
ce248b21cb2adc36282ede306b7660e5,65,15230.06,15.6,10.77,1.54,13.85,Low
57c764b4a836300be881e2ff86e449f9,29,1211.0,15.4,13.79,0.00,13.79,Low
1eade46fba20122dc4aefb379f8c636b,58,3635.37,12.4,13.79,0.00,13.79,Low
048c2757535328e0d7dac690ad3c0aae,51,9264.78,18.4,13.73,0.00,13.73,Low
99eaacc9e6046db1c82b163c5f84869f,66,13139.17,15.0,10.61,1.52,13.65,Low
900ba814c251a692506d7834c1218441,88,29099.69,12.4,13.64,0.00,13.64,Low
2d50d6282f8aa2257819a77bfaa0efe0,44,3353.48,13.6,13.64,0.00,13.64,Low
7901646fdd36a55f564ffaf2dbccaaf7,22,11857.08,9.8,13.64,0.00,13.64,Low
7139dc5186aa238b006e066d8fbab2e4,22,1712.0,14.7,13.64,0.00,13.64,Low
2156f2671501a81034d7d07f217609d0,22,2981.5,15.2,13.64,0.00,13.64,Low
7b1222c3624aa89b9558b50a2594188c,22,10103.52,17.6,13.64,0.00,13.64,Low
f08c008c8a8d31417763738a1788a2a8,22,1291.72,19.2,13.64,0.00,13.64,Low
7681ef142fd2c19048da7430856b5588,59,31941.81,10.5,13.56,0.00,13.56,Low
45d33f715e24d15a6ccf5c17b3a23e3c,59,4838.23,11.5,6.78,3.39,13.56,Low
14d7985702e72162bbf13b6beb74ab2b,37,3887.0,10.9,13.51,0.00,13.51,Low
6fd52c528dcb38be2eea044946b811f8,67,7743.02,21.5,13.43,0.00,13.43,Low
2e90cb1677d35cfe24eef47d441b7c87,127,13894.71,12.4,13.39,0.00,13.39,Low
7aa4334be125fcdd2ba64b3180029f14,217,16234.81,15.9,13.36,0.00,13.36,Low
c84592044b180dec206770c38603814b,15,511.94,12.6,0.00,6.67,13.34,Low
e38db885400cd35c71dfd162f2c1dbcf,30,2066.8,12.7,13.33,0.00,13.33,Low
820cc752a266cdc6c1a1e61dd4583330,15,2802.8,13.9,13.33,0.00,13.33,Low
c4fb51fb1c5b7c07bc5e67be6e7e8f6e,15,1567.9,16.5,13.33,0.00,13.33,Low
8b8cfc8305aa441e4239358c9f6f2485,15,11892.0,12.5,13.33,0.00,13.33,Low
c8467937e403e76a8ee9f0ab13f6f5ef,30,1853.79,16.9,13.33,0.00,13.33,Low
55bb6fe5bebe5012e2d7d9928e1128ff,15,1816.55,15.0,13.33,0.00,13.33,Low
3ade81dab5a172b88e1871c28ae05260,30,5751.6,14.1,13.33,0.00,13.33,Low
903037660cf848a717166eb7a06d616e,45,7991.51,11.8,13.33,0.00,13.33,Low
406822777a0b9eb5c50e442dd4cd3ec5,45,3648.08,13.3,13.33,0.00,13.33,Low
2646baaf662d4d92ac48f047e35db92d,15,1263.05,5.5,13.33,0.00,13.33,Low
f84fa566034f5e8e880a07ec624c56af,91,5093.79,11.8,13.19,0.00,13.19,Low
2b1a40c1daabc6ca280c4b815c101841,23,12732.6,13.4,4.35,4.35,13.05,Low
432c37c9dfba871172ec162e20118b8c,46,2968.87,14.6,8.70,2.17,13.04,Low
13d058e4eeac2ce8217660b2f8a05812,23,3829.77,11.4,13.04,0.00,13.04,Low
23a0ffca143a15b9b5bbdb7d552f626a,23,3718.51,11.4,13.04,0.00,13.04,Low
04e38a233f726ef161074ab1c9b0399a,23,1352.2,12.1,13.04,0.00,13.04,Low
681fce914360217db47784ae28905a96,23,4127.33,12.5,13.04,0.00,13.04,Low
cfb1a033743668a192316f3c6d1d2671,147,12803.64,12.1,11.56,0.68,12.92,Low
e62b2d6ac10570a035a30bafcf01d263,62,5340.39,14.0,12.90,0.00,12.90,Low
06579cb253ecd5a3a12a9e6eb6bf8f47,62,4727.2,9.9,12.90,0.00,12.90,Low
